name,released_at,genre,streaming_on,country,type,content_rating,imdb_rating,number_of_seasons,cast_and_crew
Pain & Gain,2013-04-18,"Comedy, Crime","Prime Video, Prime Video",America,Movie,18+ (R),6.4/10,,"Michael Bay-director, Mark Wahlberg-actor, Dwayne Johnson-actor, Anthony Mackie-actor, Tony Shalhoub-actor, Ed Harris-actor, Rob Corddry-actor, Bar Paly-actor, Rebel Wilson-actor, Ken Jeong-actor, Michael Rispoli-actor, Keili Lefkovitz-actor, Vivi Pineda-actor, Christopher Jestin Langstaff-actor, Gustavo Quiroz Jr.-actor, Corinne Ferrer-actor, Zack Moore-actor, Kory Getman-actor, Peter Stormare-actor, Larry Hankin-actor, Tony Plana-actor, Brian Stepanek-actor, Donald De Line-actor, Ian Bryce-actor"
Rescuing Madison,2014-09-04,"Romance, Comedy",Hallmark,,Movie,7+ (PG),6.3/10,,"Bradford May-director, Alona Tal-actor, Ethan Peck-actor, Sherilyn Fenn-actor, C. Thomas Howell-actor, Ted McGinley-actor, Ava Allan-actor, Jenn Korbee-actor, Juliette Angelo-actor, Skyler Vallo-actor, Bob Sáenz-author, Terence Brody-author"
Blood Of The Mummy,2019-03-16,Horror,"Free Services, Prime Video",America,Movie,,5.1/10,,"Christine Parker-director, Laura Bridges-actor, Gil Hope Thornton-actor, Lily Cabrera-actor, Christine Parker-author"
No Control,2014-11-15,Documentary,"Free Services, Prime Video",America,Movie,,6.5/10,,"Jessica Solce-director, Cody Wilson-actor, Greg Bokor-actor, Leah Gunn Barrett-actor, Keith Coniglio-actor, Angela Giron-actor, Shaina Harrison-actor, Victor Head-actor, Phillip Hofmeister-actor, Anthony L. Herbert-actor, James Jacobs-actor, Dan Kahan-actor, Sanford Levinson-actor, Terry Maketa-actor, John Morse-actor, Thomas Szczepanski-actor, William C. Thompson-actor, Jessica Solce-actor, Jessica Solce-author"
Once Upon a Wheel,1974-02-23,Documentary,Prime Video ,,Movie,,6.5/10,,
The Avengers,1961-01-07,"Comedy, Drama",Prime Video ,United Kingdom,TV Show,7+ (TV-PG),8.3/10,8,"Patrick Macnee-actor, Linda Thorson-actor, Diana Rigg-actor, Honor Blackman-actor, Ian Hendry-actor, Sydney Newman-actor"
Jeepers Creepers 3,2017-09-26,"Horror, Mystery","Hoopla, Prime Video",America,Movie,18+ (R),3.9/10,,"Victor Salva-director, Gina Philips-actor, Gabrielle Haugh-actor, Jonathan Breck-actor, Brandon Smith-actor, Meg Foster-actor, Jordan Salloum-actor, Stan Shaw-actor, Joyce Giraud-actor, Chester Rushing-actor, Jason Bayle-actor, Ryan Moore-actor, Michael Sirow-actor, Michael Papajohn-actor, Cade Burk-actor, Patrick Thomas Cragin-actor, Justin Hall-actor, Frankie Smith-actor, Megan Elizabeth Wright-actor, Carrie Lazar-actor, Thomas Francis Murphy-actor, Mark Chavarria-actor, Jake Seal-actor, Michael Ohoven-actor"
I Think I'm Missing Parts,2006-01-01,Comedy,"Fandor, Prime Video",America,Movie,,4.5/10,,"Josh Safdie-director, Benny Safdie-actor, Mary Jane Doherty-actor, Reid Merzbacher-actor, Charles Merzbacher-actor, Noah Britton-actor, Will Phippen-actor, Josh Safdie-author"
Screamtime,1983-01-01,"Fantasy, Horror","Prime Video, Prime Video",United Kingdom,Movie,18+ (R),4.9/10,,"Michael Armstrong-director, Stanley A. Long-director, Vincent Russo-actor, Michael Gordon-actor, Marie Scinto-actor, Robin Bailey-actor, Jonathon Morris-actor, Bosco Hogan-actor, Ann Lynn-actor, Dione Inman-actor, John Styles-actor, Ian Saynor-actor, Yvonne Nicholson-actor, Lally Bowers-actor, Brenda Kempner-actor, Dora Bryan-actor, David Van Day-actor, Phillip Bloomfield-actor, Gary Linley-actor, Kim Thomson-actor, Jean Anderson-actor, Matthew Peters-actor, Veronica Doran-actor, Michael Armstrong-author"
Pellaina Kothalo,2006-12-08,"Drama, Romance",Prime Video ,,Movie,,6.2/10,,
Outback Rabbis,2019-09-13,Documentary,Prime Video ,,Movie,,7.4/10,,"Danny Ben-Moshe-director, Lizette Atkins-actor, Danny Ben-Moshe-author"
Mercy,2021-09-21,Drama,Prime Video ,United Kingdom,Movie,,,,"Wendy Morgan-director, Mark Wingett-actor, Maria Austin-actor, Wendy Morgan-actor, Wendy Morgan-actor, Wendy Morgan-author"
Fully Torqued,2021-09-19,Reality,Philo,,TV Show,,,1,
My Dress-Up Darling,2022-01-09,"Animation, Anime","Free Services, Prime Video",,TV Show,14+ (TV-14),8.2/10,1,"Shoya Ishige-actor, Hina Suguta-actor, Atsumi Tanezaki-actor, Hina Yomiya-actor, Atsushi Ono-actor, Fumitaka Kitazawa-actor, Nobuhiro Nakayama-actor, Shota Komatsu-actor, Tomoyuki Oowada-actor, Yoshinori Hasegawa-actor, Akihiro Sotokawa-actor, Hirotaka Kaneko-actor, Masanori Miyake-actor, Yasutaka Kimura-actor, Takeshi Nakatsuka-actor"
American Autumn: An Occudoc,2012-09-28,"Crime, Documentary","Free Services, Prime Video",,Movie,,7.4/10,,"Dennis Trainor Jr.-director, Dennis Trainor Jr.-author"
David Bowie & The Story of Ziggy Stardust,2012-06-22,Documentary,"Free Services, Prime Video",United Kingdom,Movie,,7.5/10,,"James Hale-director, David Bowie-actor, Jarvis Cocker-actor, Elton John-actor, Woody Woodbury-actor, Anthony Newley-actor, Dana Gillespie-actor, Andy Warhol-actor, Gary Kemp-actor, Mick Ronson-actor, Trevor Bolder-actor, Steve Harley-actor, Marc Almond-actor, Jon Savage-actor, Vince Taylor-actor, Cherie Currie-actor, Lou Reed-actor, Mike Garson-actor, George Underwood-actor, Mick Rock-actor"
Mambo Italiano,2003-06-06,"Comedy, LGBTQ","Free Services, Prime Video",Canada,Movie,18+ (R),6.7/10,,"Émile Gaudreault-director, Luke Kirby-actor, Ginette Reno-actor, Paul Sorvino-actor, Mary Walsh-actor, Peter Miller-actor, Claudia Ferri-actor, Sophie Lorain-actor, Tim Post-actor, Tara Nicodemo-actor, Pierrette Robitaille-actor, Dino Tavarone-actor, Mark Camacho-actor, Michel Perron-actor, Lou Vani-actor, Diane Lavallée-actor, France Arbour-actor, Stéphane Archambault-actor, Victoria Sanchez-actor, Lisa Bronwyn Moore-actor, Daniel Louis-actor, Denise Robert-actor, Émile Gaudreault-author, Steve Galluccio-author"
Cruel,2017-02-01,"Thriller, Drama","Free Services, Prime Video",France,Movie,,6.2/10,,"Eric Cherrière-director, Jean-Jacques Lelté-actor, Richard Duval-actor, Maurice Poli-actor, Magali Moreau-actor, Eric Cherrière-author"
"While You Live, Shine",2018-02-28,Documentary,"Free Services, Prime Video",Greece,Movie,,7.9/10,,Paul Duane-director
Theeran Adhigaaram Ondru,2017-11-17,"Action & Adventure, Thriller","Prime Video, Prime Video",India,Movie,7+ (PG),8.2/10,,"H. Vinoth-director, Karthi-actor, Rakul Preet Singh-actor, Abhimanyu Singh-actor, Bose Venkat-actor, Sonia Bose Venkat-actor, Manobala-actor, Sathyan Sivakumar-actor, R. N. R. Manohar-actor, Scarlett Mellish Wilson-actor, Ammu Abhirami-actor, Mathew Varghese-actor, S. R. Prabhu-actor, S. R. Prakash Babu-actor, H. Vinoth-author, Ghibran-actor"
A Cool Fish,2018-11-15,"Comedy, Mystery","Free Services, Prime Video",China,Movie,,6.9/10,,"Rao Xiaozhi-director, Chen Jianbin-actor, Ren Suxi-actor, 章宇-actor, Wang Yanhui-actor, Kong Jiu-actor, Pan Binlong-actor, Ma Yin-yin-actor, Cheng Yi-actor, Deng Enxi-actor, Shi Ce-actor, Zhang Miao-actor, Luca Liang-actor, Lei Zhilong-author, Rao Xiaozhi-author, Ou Ge Deng-actor, Shisan Yao-actor"
The Last Shot,2004-09-24,"Action & Adventure, Comedy","Hoopla, Prime Video",America,Movie,18+ (R),5.7/10,,"Jeff Nathanson-director, Matthew Broderick-actor, Alec Baldwin-actor, Toni Collette-actor, Calista Flockhart-actor, Ray Liotta-actor, Tim Blake Nelson-actor, James Rebhorn-actor, Tony Shalhoub-actor, Judy Greer-actor, Buck Henry-actor, Ian Gomez-actor, Troy Winbush-actor, Tom McCarthy-actor, W. Earl Brown-actor, Evan Jones-actor, Glenn Morshower-actor, Amy Smallman-actor, Michael Papajohn-actor, Jon Polito-actor, Valeria Hernandez-actor, Stanley Anderson-actor, David Hoberman-actor, Larry Brezner-actor"
Poor Liza,2000-01-01,Drama,"Prime Video, Prime Video",,Movie,,5.7/10,,
King Solomon's Mines,1986-01-01,"Action & Adventure, Animation","Free Services, Prime Video",Australia,Movie,All (G),5.6/10,,"Geoff Collins-director, Tom Burlinson-actor, John Meillon-actor, Arthur Dignam-actor, Tim Brooke-Hunt-actor, Tom Stacey-actor, Joel Kane-author"
Art Parade,2007-01-01,,Fandor,,Movie,,,,M.M. Serra-director
Jungle Emperor Leo,1997-01-01,"Action & Adventure, Animation",Prime Video ,Japan,Movie,7+ (PG),6.6/10,,"Yoshio Takeuchi-director, Masane Tsukayama-actor, Chieko Baisho-actor, Tomoko Ishimura-actor, Hekiru Shiina-actor, Kaneta Kimotsuki-actor, Arnaud Léonard-actor, Alexandra Correa-actor, Béatrice Wegnez-actor, Raphaëlle Lubansu-actor, Martin Spinhayer-actor, Thierry Janssen-actor, Philippe Allard-actor, Philippe Tasquin-actor, Philippe Résimont-actor, Benoit Van Dorslaer-actor, Nicole Shirer-actor, Véronique Fyon-actor, Catherine Conet-actor, Mathieu Moreau-actor, Peppino Capotondi-actor, Minoru Kubata-actor, Sumio Udagawa-actor"
Between The Lines Sara Bareilles Live At The Fillmore,2008-10-28,,Prime Video ,,Movie,,8.2/10,,Sara Bareilles-actor
Uprising,2001-01-01,"History, Drama",Prime Video ,America,Movie,,7.2/10,,"Jon Avnet-director, Leelee Sobieski-actor, Hank Azaria-actor, David Schwimmer-actor, Jon Voight-actor, Donald Sutherland-actor, Stephen Moyer-actor, Sadie Frost-actor, Radha Mitchell-actor, Mili Avital-actor, Eric Lively-actor, Cary Elwes-actor, Andy Nyman-actor, Jesper Christensen-actor, Anton Lesser-actor, Ben Crystal-actor, Alexandra Holden-actor, Jon Avnet-author, Paul Brickman-author"
Dark Figures,2020-11-10,"Thriller, Horror","Free Services, Prime Video",America,Movie,18+ (R),3/10,,"Alex Tait-director, Kelly McCart-actor, Shelby Lyn-actor, Dan Nufer-actor, Ben Scattone-actor, Otis Bassett-actor, Alex Tait-actor, Cynthia Asmar-actor, Jeffrey J. Moore-actor, Teressa A. Wickham-actor, Alex Tait-author"
The Case of the Black Parrot,1941-01-09,"Crime, Thriller",Prime Video ,America,Movie,,5.9/10,,"Noel M. Smith-director, William Lundigan-actor, Maris Wrixon-actor, Eddie Foy Jr.-actor, Paul Cavanagh-actor, Luli Deste-actor, Charles Waldron-actor, Joseph Crehan-actor, Emory Parnell-actor, Phyllis Barry-actor, Cyril Thornton-actor, Leyland Hodgson-actor, Ernie Stanton-actor, Cliff Saum-actor, Kenneth Harlan-actor, William Hopper-actor, Jack Mower-actor, Robert E. Kent-author"
"Cold War, Hot Jets",2013-11-08,Documentary,"Free Services, Prime Video",,TV Show,,7.9/10,1,"James Holland-actor, Jeremy Hall-actor"
From Iceland to EDEN,2019-05-10,"Drama, Crime","Free Services, Prime Video",,Movie,,6/10,,"Snævar Sölvason-director, Telma Huld Jóhannesdóttir-actor, Hansel Eagle-actor, Arnar Jónsson-actor, Hjalti P. Finsson-actor, Gunnar Marís-actor, Einar Viðar G. Thoroddsen-actor, Steinunn Ólína Þorsteinsdóttir-actor, Snævar Sölvason-author"
Dodo Heroes,2018-06-09,"Reality, Documentary","Philo, Prime Video",,TV Show,7+ (TV-PG),7.9/10,2,
Dragon Fighter,2003-01-04,"Action & Adventure, Thriller","Free Services, Prime Video",America,Movie,18+ (R),3.3/10,,"Phillip J. Roth-director, Dean Cain-actor, Robert Zachar-actor, Kristine Byers-actor, Marcus Aurelius-actor, Robert DiTillio-actor, Vesela Dimitrova-actor, Hristo Shopov-actor, Hristo Dimitrov-actor, Dean Cain-actor, Jeffery Beach-actor, Melanie J. Elin-actor, Phillip J. Roth-actor, James Hollensteiner-actor, Ken Olandt-actor, Richard Smith-actor, Thomas J. Niedermeyer Jr.-actor, Michael Johnston-author, Phillip J. Roth-author"
Custody,2018-01-25,"Mystery, Drama","Kanopy, Prime Video",France,Movie,,7.5/10,,"Xavier Legrand-director, Denis Ménochet-actor, Léa Drucker-actor, Thomas Gioria-actor, Mathilde Auneveux-actor, Mathieu Saikaly-actor, Florence Janas-actor, Saadia Bentaïeb-actor, Sophie Pincemaille-actor, Emilie Incerti-Formentini-actor, Jérome Care-Aulanier-actor, Jenny Bellay-actor, Jean-Marie Winling-actor, Martine Vandeville-actor, Martine Schambacher-actor, Jean-Claude Leguay-actor, Coralie Russier-actor, Alexandre Gavras-actor, Xavier Legrand-author"
Forced To Fight,2011-08-31,"Action & Adventure, Thriller","Free Services, Prime Video",Canada,Movie,,4.3/10,,"Jonas Quastel-director, Gary Daniels-actor, Vladimir Comorovschi-actor, Peter Weller-actor, Brian Flaherty-actor, Philip Granger-actor, Arkie Reece-actor, Florin Roata-actor, Claudiu-Cristian Prisecaru-actor, Mihai Raducu-actor, Andrew Bronstein-author, Jonas Quastel-author, Kenton Gilchrist-actor"
WordWorld,2007-09-05,"Animation, Family","Free Services, Prime Video",,TV Show,All (TV-G),6.6/10,3,"Veronica Taylor-actor, Marc Thompson-actor, Alex Kay-actor, Jacqueline Moody-actor, Olexa Hewryk-actor, Sue Hollenberg-actor, Tyler Bunch-actor, Don Moody-actor, Robert Vargas-author"
Cinderella,1965-02-22,"Romance, Fantasy","Free Services, Prime Video",America,Movie,All (G),7.7/10,,"Charles S. Dubin-director, Lesley Ann Warren-actor, Stuart Damon-actor, Ginger Rogers-actor, Walter Pidgeon-actor, Celeste Holm-actor, Jo Van Fleet-actor, Pat Carroll-actor, Barbara Ruick-actor, Joe E. Marks-actor, Don Heitgerd-actor, Butch Sherwood-actor, Bill Lee-actor, Betty Noyes-actor, Trudi Ames-actor, Myra Stephens-actor, Linda Howe-actor, Francesca Bellini-actor, Alicia Adams-actor, Rosemarie Rand-actor, Jackie Ward-actor, Debbie Megowan-actor, Charles S. Dubin-actor, Richard Rodgers-actor"
Paris 1919: Un traité pour la paix,2009-04-01,"Documentary, Drama",Kanopy,Canada,Movie,,7.4/10,,"Paul Cowan-director, Paul Cowan-author"
The Egg: Life’s Perfect Invention,,,Kanopy,,Movie,,,,"Bethan Jones-director, Mike Birkhead-director"
Batman: Year One,2011-09-27,"Crime, Action & Adventure","HBO MAX, Prime Video",America,Movie,13+ (PG-13),7.3/10,,"Lauren Montgomery-director, Sam Liu-director, Ben McKenzie-actor, Bryan Cranston-actor, Eliza Dushku-actor, Jon Polito-actor, Alex Rocco-actor, Katee Sackhoff-actor, Sara Ballantine-actor, Jeff Bennett-actor, Steve Blum-actor, Roark Critchlow-actor, Grey DeLisle-actor, Robin Atkin Downes-actor, Keith Ferguson-actor, Danny Jacobs-actor, Nick Jameson-actor, Liliana Mumy-actor, Pat Musick-actor, Andrea Romano-actor, Stephen Root-actor, James Patrick Stuart-actor, Fred Tatasciore-actor, Lauren Montgomery-actor"
Sex and Lucía,2001-08-24,"Romance, Drama","Free Services, Prime Video",France,Movie,18+ (R),7.1/10,,"Julio Medem-director, Paz Vega-actor, Tristán Ulloa-actor, Najwa Nimri-actor, Daniel Freire-actor, Elena Anaya-actor, Silvia Llanos-actor, Diana Suárez-actor, Javier Cámara-actor, Juan Fernández-actor, Enrique López Lavigne-actor, Fernando Bovaira-actor, Anna Cassina-actor, Luis María Reyes-actor, Julio Medem-author, Alberto Iglesias-actor"
The Fool,1990-12-07,"Action & Adventure, Drama","Free Services, Prime Video",United Kingdom,Movie,,5.9/10,,"Christine Edzard-director, Derek Jacobi-actor, Cyril Cusack-actor, Ruth Mitchell-actor, Maria Aitken-actor, Irina Brook-actor, Paul Brooke-actor, Richard Caldicot-actor, James Cairncross-actor, Jim Carter-actor, Jonathan Cecil-actor, Maria Charles-actor, Richard Clifford-actor, James Cosmo-actor, Rosalie Crutchley-actor, Celia Bannerman-actor, Christine Edzard-author, Olivier Stockman-author, Michel Sanvoisin-actor"
Cursed: Sheol,2011-07-25,Horror,Prime Video ,,Movie,,5.6/10,,
RC Propbusters: Untold,2019-01-26,Documentary,Prime Video ,,Movie,,7.4/10,,
The Garden,2006-01-08,"Drama, Horror","Free Services, Prime Video",America,Movie,,4.6/10,,"Don Michael Paul-director, Lance Henriksen-actor, Brian Wimmer-actor, Adam Taylor Gordon-actor, Claudia Christian-actor, Sean Young-actor, Victoria Justice-actor, Erik Walker-actor, Michael Dubelko-actor, Stephen J. Cannell-actor, John W. Hyde-actor, Morris Berger-actor, Stephen R. Brown-actor, Sam Bozzo-author"
They Live,1988-11-23,"Science-Fiction, Action & Adventure","Shudder, Prime Video",America,Movie,18+ (R),7.2/10,,"John Carpenter-director, Roddy Piper-actor, Keith David-actor, Meg Foster-actor, George Buck Flower-actor, Peter Jason-actor, Raymond St. Jacques-actor, Jason Robards III-actor, John Lawrence-actor, Susan Barnes-actor, Sy Richardson-actor, Wendy Brainard-actor, Lucille Meredith-actor, Susan Blanchard-actor, Norman Alden-actor, Dana Bratton-actor, John F. Goff-actor, Norman D. Wilson-actor, Thelma Lee-actor, Stratton Leopold-actor, Rezza Shan-actor, Norman Howell-actor, Larry J. Franco-actor, Andre Blay-actor"
While You Were Out,2019-03-16,Reality,Hulu,,TV Show,,,1,
Rocky Mountain Summer,,,Free Services,,Movie,,,,Joseph V Micallef-director
Subhash Chandra Bose: The Mystery,2016-07-18,"Documentary, Mystery",Discovery+,,Movie,,7.7/10,,
Adoration,2020-01-22,"Thriller, Drama","Free Services, Prime Video",Belgium,Movie,,6.2/10,,"Fabrice Du Welz-director, Thomas Gioria-actor, Fantine Harduin-actor, Benoît Poelvoorde-actor, Laurent Lucas-actor, Gwendolyn Gourvenec-actor, Anaël Snoek-actor, Charlotte Vandermeersch-actor, Martha Canga Antonio-actor, Sandor Funtek-actor, Jean-Luc Couchard-actor, Pierre Nisse-actor, Renaud Rutten-actor, Manuel Chiche-actor, Vincent Tavier-actor, Fabrice Du Welz-author, Romain Protat-author, Vincent Tavier-author, Vincent Cahay-actor"
Scream Returns,2018-11-02,"Horror, Thriller",Free Services,,Movie,,5.2/10,,
Ghoulies IV,1994-08-17,"Horror, Comedy","Free Services, Prime Video",America,Movie,18+ (R),2.8/10,,"Jim Wynorski-director, Peter Liapis-actor, Barbara Alyn Woods-actor, Stacie Randall-actor, Raquel Krelle-actor, Bobby Di Cicco-actor, Tony Cox-actor, Arturo Gil-actor, Lynn Danielson-Rosenthal-actor, Antonia Dorian-actor, Tony March-actor, Ace Mask-actor, Philip McKeon-actor, Peggy Trentini-actor, Gary Schmoeller-actor, Mark Sevi-author, Chuck Cirino-actor"
Ex Libris: The New York Public Library,2017-09-13,Documentary,Kanopy,America,Movie,,7.4/10,,"Frederick Wiseman-director, Elvis Costello-actor, Richard Dawkins-actor, Patti Smith-actor, Ta-Nehisi Coates-actor, Frederick Wiseman-actor, Karen Konicek-actor"
Baap Re Baap Dokyala Taap,2008-09-12,Comedy,Prime Video ,,Movie,,5.9/10,,
Air Warriors,2014-11-09,"History, Documentary","Free Services, Prime Video",America,TV Show,7+ (TV-PG),7.5/10,10,
If I Could Tell You,2016-08-02,"Animation, Drama",Free Services,America,Movie,16+,7.2/10,,"Benjamin Clyde-director, Robert E. Clyde-director, Avery Clyde-actor, Kevin Richardson-actor, Sharon Lawrence-actor, Jim O'Heir-actor, Lucy DeVito-actor, Ryan Spahn-actor, Joel Bryant-actor, Michael Dempsey-actor, Benjamin Clyde-author, Robert E. Clyde-author"
Far Out Ones,,,Free Services,,Movie,,,,Teton Gravity Research-director
That Man from Rio,1964-02-05,"Romance, Action & Adventure","Free Services, Prime Video",France,Movie,,7/10,,"Philippe de Broca-director, Jean-Paul Belmondo-actor, Françoise Dorléac-actor, Jean Servais-actor, Simone Renant-actor, Adolfo Celi-actor, Roger Dumas-actor, Daniel Ceccaldi-actor, Ubiracy De Oliveira-actor, Milton Ribeiro-actor, Lucien Raimbourg-actor, Robert Blome-actor, Louise Chevalier-actor, Max Elloy-actor, Maurice Hartwig-actor, Zé Keti-actor, Hal Linden-actor, Annik Malvil-actor, Marie Marc-actor, Nina Myral-actor, André Tomasi-actor, Alexandre Mnouchkine-actor, Georges Dancigers-actor, Ariane Mnouchkine-author"
Hidden Truth,2016-03-12,"Drama, Mystery","Free Services, Prime Video",America,Movie,13+ (PG-13),5.3/10,,"Steven R. Monroe-director, Shawn Christian-actor, Heidi Fielek-actor, Diana Hopper-actor, Brendan McCarthy-actor, Richard Meehan-actor, Jessica Morris-actor, Parker Stevenson-actor, Brittany Underwood-actor, Eric Scott Woods-actor, Sarah Lind-actor, Richard O. Lowry-author, Chris Forsgren-actor"
Six Characters in Search of a Play,2019-03-01,,Free Services,,Movie,,5.3/10,,Emerson Collins-director
The Ride: Overcoming the Impossible,,,Free Services,,Movie,,,,Matthew Sezer-director
All Star Comedy Jam: Live from Orlando,2012-10-09,"Stand-up & Talk, Comedy","Free Services, Prime Video",America,Movie,18+ (R),6/10,,"Leslie Small-director, Gary Owen-actor, Lil Duval-actor, Jay Pharoah-actor, Tony T. Roberts-actor, Capone Lee-actor, Valarie Benning Barney-actor"
The Blended Bunch,2021-03-16,Reality,"Philo, Prime Video",,TV Show,7+ (TV-PG),5.6/10,1,
The Animal Project,2013-09-11,"Comedy, Drama",Fandor,Canada,Movie,,6.2/10,,"Ingrid Veninger-director, Aaron Poole-actor, Hannah Cheesman-actor, Joanne Vannicola-actor, Sarena Parmar-actor, Kate Corbett-actor, Ingrid Veninger-author"
Sebastian,2017-05-26,"Drama, LGBTQ","Free Services, Prime Video",Canada,Movie,,5.3/10,,"James Fanizza-director, Alex House-actor, James Fanizza-actor, Katya-actor, Stacy Smith-actor, Leah Doz-actor, Brendan Whelton-actor, James Fanizza-actor, James Fanizza-author"
